,filename,cluster,original_basename_q,original_basename_m,isUnique
502,d3aa0125a2f84f08bc8d054b85d73112,461,L5ffaXW6Y9g-a0386b63e6bb1b86282a699b11dd8072,L5ffaXW6Y9g-a0386b63e6bb1b86282a699b11dd8072,False
503,j2BgyavFvss-7dfaec88cfe899afba8474d397567e00,462,j2BgyavFvss-7dfaec88cfe899afba8474d397567e00,j2BgyavFvss-7dfaec88cfe899afba8474d397567e00,True
504,GL9BAsLhLfY-867b15730569d60d61081fa17e3ae863,463,GL9BAsLhLfY-867b15730569d60d61081fa17e3ae863,GL9BAsLhLfY-867b15730569d60d61081fa17e3ae863,True
505,2803bcce67eb4d04b324aa4203710856,464,N95pg7IBN_E-7ca94b2b81faf965a184cc31082f5480,N95pg7IBN_E-7ca94b2b81faf965a184cc31082f5480,False
507,njIyvszrCXk-4678f443717b6bd678a1c210cca3e9c6,378,njIyvszrCXk-4678f443717b6bd678a1c210cca3e9c6,njIyvszrCXk-4678f443717b6bd678a1c210cca3e9c6,True
508,4e3956ce8d5d4c789425efa60056dd3b,466,XHV60Kr9n7E-1c439b01e88338034c68745ca6235a47,XHV60Kr9n7E-1c439b01e88338034c68745ca6235a47,False
512,3ea3e8f71cd74930a08f7b6e5c79f28e,470,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,VuW-M9TB7tM-73472a9187f950d4812582d25154f1d4,False
515,5200f8117af14707abc6cc4ed2feaa37,473,Kfhdi1HS_sU-a138bae1dd88a58a26eb837ab516c0a0,Kfhdi1HS_sU-a138bae1dd88a58a26eb837ab516c0a0,False
517,2f116ab94573453e8d7a471de6054372,437,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,False
519,3e5187042ab745f4b058beddbb24efe5,9,gfi9svfxxCM-3244172cdf3f41daded3bc06ab67d619,gfi9svfxxCM-3244172cdf3f41daded3bc06ab67d619,False
522,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c,478,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c,T5n5PiMF93s-42c5b2f4bca04483e5fe23cdf38c3b7c,True
525,519683e182104e579771a142ccfe6e56,481,sm8rP6konjs-7168356725f5f30687de5c660cb8846e,sm8rP6konjs-7168356725f5f30687de5c660cb8846e,False
528,8b7ae51ad120408ca579990924e1d007,484,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,False
529,42a478d7802f4329964da35d71ea92bb,19,VDDLDbwqD_8-f31693a9c12778b384c75d18625d6b6e,VDDLDbwqD_8-f31693a9c12778b384c75d18625d6b6e,False
530,ff05efe23f784e9b9b65da36814d9edb,485,LBzKvMEXH9A-215ab38cd69d37e819f795deeef75606,LBzKvMEXH9A-215ab38cd69d37e819f795deeef75606,False
533,Yr4FtEaeQRE-fb0c8b620d38441874623f4c44b6b0d5,488,Yr4FtEaeQRE-fb0c8b620d38441874623f4c44b6b0d5,Yr4FtEaeQRE-fb0c8b620d38441874623f4c44b6b0d5,True
534,54e81266ca1545dcaa52716f8cf3e5f3,489,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,5bi3RyRDjhQ-d5ccfcd3a73dd5ecf46e0f1b3232f576,False
535,aca059fd5cf449268baba97ee5952787,490,7VLNL2dpc8Y-b6505348715554f6cc04725da3f0d756,7VLNL2dpc8Y-b6505348715554f6cc04725da3f0d756,False
536,3fa1220959194d298dfa460056cb5d85,105,0rYkjJA8Tdk-b0e3b673bb42e568c4738cef9a7411fa,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
537,oR_BSWe6B1s-72c2fcfeac55111412cd022cc3748bef,491,oR_BSWe6B1s-72c2fcfeac55111412cd022cc3748bef,oR_BSWe6B1s-72c2fcfeac55111412cd022cc3748bef,True
538,47be73bc109d47e49e27b1dabbd131fb,492,rXhQjSA5jfU-36065d168365f361c457a8d1a134746a,rXhQjSA5jfU-36065d168365f361c457a8d1a134746a,False
541,6tAZLiaBUcA-6d33cbb7b6f52823b91106f922e44121,495,6tAZLiaBUcA-6d33cbb7b6f52823b91106f922e44121,6tAZLiaBUcA-6d33cbb7b6f52823b91106f922e44121,True
544,a50586f2cd7c4741998b808f7e5f09dd,497,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,N7dcXWAc9Tc-2523234045ecc433c94427408c1e73bc,False
545,XHV60Kr9n7E-1c439b01e88338034c68745ca6235a47,466,XHV60Kr9n7E-1c439b01e88338034c68745ca6235a47,XHV60Kr9n7E-1c439b01e88338034c68745ca6235a47,True
547,iJArEUMo-X8-bf179b6c6a6fb43d1c6509921f0a451d,498,iJArEUMo-X8-bf179b6c6a6fb43d1c6509921f0a451d,iJArEUMo-X8-bf179b6c6a6fb43d1c6509921f0a451d,True
549,add9a4d7a39d49daa01552749960781e,197,1bgDaQ6b3r0-302bdb3c9482b31f731aebc149fcb45a,1bgDaQ6b3r0-302bdb3c9482b31f731aebc149fcb45a,False
550,b1fc155f185343d2a8ca8a5b9b240063,500,gos1y5l9Pg0-d2f83335d34170054f7a1123314bc334,gos1y5l9Pg0-d2f83335d34170054f7a1123314bc334,False
551,rmPRC1ZSgsw-fcd380052c11d443522723c1936b8733,501,rmPRC1ZSgsw-fcd380052c11d443522723c1936b8733,rmPRC1ZSgsw-fcd380052c11d443522723c1936b8733,True
555,d5a44cc2db0a46c3acdce81cd4c1ecfe,504,V7PiI0b4XjA-a993294b489534ea1b27f71d29e5e02c,V7PiI0b4XjA-a993294b489534ea1b27f71d29e5e02c,False
557,2328757b4e27444aaf3a7b13e9110e51,506,XqQJUYr3lgI-6c344b02fb8a588f39da2131b8480f3a,XqQJUYr3lgI-6c344b02fb8a588f39da2131b8480f3a,False
559,1b417eab489443a5bd9ae525a95de3dc,508,LdJJGIoP--k-9d112d0405b8e8fe61bfc22a1d6e14f3,LdJJGIoP--k-9d112d0405b8e8fe61bfc22a1d6e14f3,False
563,Y3n2AN8V6zY-90b83e926a61c6494cfdda9efb9809a5,512,Y3n2AN8V6zY-90b83e926a61c6494cfdda9efb9809a5,Y3n2AN8V6zY-90b83e926a61c6494cfdda9efb9809a5,True
565,b3a4d1f77cda451dabd8d4be294c4958,514,u3VDtLG8E_Y-851998683165ea933867e69048bcd6b6,u3VDtLG8E_Y-851998683165ea933867e69048bcd6b6,False
567,6fddfd245e49461a8838910499b4bdef,516,cMVWOb0u46g-22301d4a2db7a0ce4ea3e2e50a4c6cd5,cMVWOb0u46g-22301d4a2db7a0ce4ea3e2e50a4c6cd5,False
569,d26468ddc9eb4436906535812429566b,105,AA82DdkVh5s-db5b2e3d870f1005da5e88c3e6b256f4,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
571,6975a5a021794433ac22918eff8458cc,519,qXPDuNNAdlk-0ac7016edec3a32c8151eda28872d318,qXPDuNNAdlk-0ac7016edec3a32c8151eda28872d318,False
572,be458fb9a2f74b1db3e7eaea72ad7006,520,Rz3g9MRIIt4-1db09c87e192c3638b978a65b4b0efd5,Rz3g9MRIIt4-1db09c87e192c3638b978a65b4b0efd5,False
573,624e9b2c82a743cb83ca814470b6bce3,521,Qcz5XKXMveg-a3e01669bddb0c972d0c5022f6330166,Qcz5XKXMveg-a3e01669bddb0c972d0c5022f6330166,False
574,4aff48b91c894b999b182bec6c8a179e,437,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,a4cyiTNvuM0-69be08068c25a8c756dee1f1052c9890,False
577,4eea0174172042deb37cea1a7df12c01,524,yrZn5k6fAW0-163187afd80609c202de530fce616dd8,yrZn5k6fAW0-163187afd80609c202de530fce616dd8,False
578,88fbb23e946c4ee3a3842108166bd760,525,uECxS6xOH0U-e0a5a95ccd786cbc786224e508b200e7,uECxS6xOH0U-e0a5a95ccd786cbc786224e508b200e7,False
580,9123b4e9db0a45ecae980be4d668c882,105,lXFGn6Oc9to-e53fe9a1ff84cfaf815931fb9695fd1c,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
581,6LHiZ1LY90s-83e16756d3dc756e05752117c6a066f7,527,6LHiZ1LY90s-83e16756d3dc756e05752117c6a066f7,6LHiZ1LY90s-83e16756d3dc756e05752117c6a066f7,True
584,ac42e3a095f1432aa4368100a66e82a8,530,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,p6w-d1QBPSs-d0755782a73feb9f8c18163f8f58c28b,False
585,u-gBMRHIErM-9f0bb3a2dcedf4d182afa39e8de83512,531,u-gBMRHIErM-9f0bb3a2dcedf4d182afa39e8de83512,wTFMF4CeMDA-74a2f0094e4ea9ccded15ccbe0dba9ce,True
587,Oa9o9qA7wcU-9acc3fc3527e060b643ce5b9e3e7eb63,533,Oa9o9qA7wcU-9acc3fc3527e060b643ce5b9e3e7eb63,Oa9o9qA7wcU-9acc3fc3527e060b643ce5b9e3e7eb63,True
588,59a3757a87a04554bf48e484ce3461a3,534,dB3BipcKT18-6ad3ac638df02f30356841a4d379a936,dB3BipcKT18-6ad3ac638df02f30356841a4d379a936,False
590,c835696985594216b62db74ced67cb95,536,d3kOriEJzpE-59f64f423839e0aac237dccfd52d0b09,d3kOriEJzpE-59f64f423839e0aac237dccfd52d0b09,False
592,52990753545048bb862763bac0b9abaf,475,CfBM6XqwtuQ-d597a7cd1e7c9ea770e107bfe5e8f848,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,False
595,7da60f755b88466392892dcf78c0ae20,540,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce,dxQHmjz-654-7cfeaccb0934a09f48def48cfd8c74ce,False
596,d63da785346e4bc7a7555b3149fd3b33,225,A8Kp5-So2rE-0031809c2fcbde75e5030d53fca3f527,A8Kp5-So2rE-0031809c2fcbde75e5030d53fca3f527,False
599,80cd7c13708747538f170a265c89b596,543,IscriCqDyJs-b5f52abb5ca7dc1e80365e3a1453656b,IscriCqDyJs-b5f52abb5ca7dc1e80365e3a1453656b,False
600,C0z7Iaa0NOg-8bc0499f87d0b2656dee6bcee2527f49,544,C0z7Iaa0NOg-8bc0499f87d0b2656dee6bcee2527f49,C0z7Iaa0NOg-8bc0499f87d0b2656dee6bcee2527f49,True
601,4deca46a16d04847aaab996abab49f62,545,aGHwuX_afPs-8f923c6a575a3e8760eed7e4bbccaa95,aGHwuX_afPs-8f923c6a575a3e8760eed7e4bbccaa95,False
604,4b0c4433b66a452393ed37d47d409006,548,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d,E6B3Hwsd5mM-f743130db139c5722a3a610dccf88b7d,False
605,puME6wQyP98-f9659f8e6dcac0a1a45e7ea1741f28b8,105,puME6wQyP98-f9659f8e6dcac0a1a45e7ea1741f28b8,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
607,b558c0e6e17d4add97933663f5e8e04c,549,Lkgc2DpdRIQ-707c7c494b7172a2468be1eb9360c3d9,Lkgc2DpdRIQ-707c7c494b7172a2468be1eb9360c3d9,False
609,LBcPLJjNAL8-897dc0a2bb9524a745e15194a2269f29,475,LBcPLJjNAL8-897dc0a2bb9524a745e15194a2269f29,hyVkqP13CIQ-51cae72eb6402ff451941044a23869b3,True
610,984898fa35df4452b0d5307b6711a586,551,4hUEzMxmCYs-062ed9380b05490ac97d6c23e0718e92,4hUEzMxmCYs-062ed9380b05490ac97d6c23e0718e92,False
611,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,130,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,True
612,jU3s1bjij_4-bc6ae4a7e2ec600f54bd31830aa0fee1,552,jU3s1bjij_4-bc6ae4a7e2ec600f54bd31830aa0fee1,jU3s1bjij_4-bc6ae4a7e2ec600f54bd31830aa0fee1,True
614,xW0WYnr_zD4-cb470ee7cb73c51174f8afd7805a106a,163,xW0WYnr_zD4-cb470ee7cb73c51174f8afd7805a106a,xW0WYnr_zD4-cb470ee7cb73c51174f8afd7805a106a,True
615,V7PiI0b4XjA-a993294b489534ea1b27f71d29e5e02c,504,V7PiI0b4XjA-a993294b489534ea1b27f71d29e5e02c,V7PiI0b4XjA-a993294b489534ea1b27f71d29e5e02c,True
619,8ad5aa7f369448c5b3cad118798ad4de,557,uFybM4QdNXE-24b42959a805fdab20e1e2e2bd48bd0c,uFybM4QdNXE-24b42959a805fdab20e1e2e2bd48bd0c,False
622,7c392ec226234e448f4cc468a53ec88c,560,WaM7_iUtJBk-c4395da57221793a6b43e6eb3bc80fad,WaM7_iUtJBk-c4395da57221793a6b43e6eb3bc80fad,False
623,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,105,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
624,2a6647600ecc497fa5219351b17f79fb,561,5HYaaDqK3Ow-28c51dc33f9199c8957d06ca327482dd,5HYaaDqK3Ow-28c51dc33f9199c8957d06ca327482dd,False
626,a5fb254e91d54968877523d1a318691f,563,8bWrjGdeO7s-e94398b4c162a7497030a49a29904a48,8bWrjGdeO7s-e94398b4c162a7497030a49a29904a48,False
628,3993d9e5cc7d46e18cab5561b5633ee9,565,B0c585f_jCg-1b6ee2828e2019a6e3886aeae3100429,B0c585f_jCg-1b6ee2828e2019a6e3886aeae3100429,False
632,d0a1af910b5e42dd8827580f1ce6e992,569,QVlRo0cJArc-3802758dfab83c95a37551acc3250e69,QVlRo0cJArc-3802758dfab83c95a37551acc3250e69,False
635,NhOmmNB9TJM-b709edb7c2a06961a00a792125cc499f,572,NhOmmNB9TJM-b709edb7c2a06961a00a792125cc499f,NhOmmNB9TJM-b709edb7c2a06961a00a792125cc499f,True
636,a552b34baa9a47819c61fdfe9153045e,157,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124,epjbvDTIdF0-0eca92847d6dbf683f9afea77a544124,False
637,4848b40eb6144572aa368cf4a4e4b884,573,5DMCF2sKJpU-859bbc2976278ae50e91639fbc4bad77,5DMCF2sKJpU-859bbc2976278ae50e91639fbc4bad77,False
638,563f4334432f408792e1afd98307ee08,574,r25t7t9EMUY-72a8c06b971cc31e84339927e9a1c54d,r25t7t9EMUY-72a8c06b971cc31e84339927e9a1c54d,False
639,Au-P8Oo32oI-40cd4f5edc6bf019b2e4a01eee2a76a5,309,Au-P8Oo32oI-40cd4f5edc6bf019b2e4a01eee2a76a5,Au-P8Oo32oI-40cd4f5edc6bf019b2e4a01eee2a76a5,True
642,2d3d7984f45c413da945d70649ed3967,577,3TiDAKydHic-a342d8bfb943e59152638c3ff9a1a26e,3TiDAKydHic-a342d8bfb943e59152638c3ff9a1a26e,False
643,d3kOriEJzpE-59f64f423839e0aac237dccfd52d0b09,578,d3kOriEJzpE-59f64f423839e0aac237dccfd52d0b09,d3kOriEJzpE-59f64f423839e0aac237dccfd52d0b09,True
644,623342ccc1d444a4ae4c36af873aff45,579,FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f,FPeKK6AU6BM-0332ad7ffcf384368c777ae72c9c9e3f,False
645,JoxsB8x2mSc-f72ea72ee9bf3e8787d9a6498f8ef180,404,JoxsB8x2mSc-f72ea72ee9bf3e8787d9a6498f8ef180,JoxsB8x2mSc-f72ea72ee9bf3e8787d9a6498f8ef180,True
646,2cff5bffc83f4b1f812b3f20e3ceac4b,105,lXFGn6Oc9to-e53fe9a1ff84cfaf815931fb9695fd1c,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
648,498e946caa9747819c4436788a418121,581,oR_BSWe6B1s-72c2fcfeac55111412cd022cc3748bef,oR_BSWe6B1s-72c2fcfeac55111412cd022cc3748bef,False
649,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62,582,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62,True
650,918b1dbaf4b2410a92706d3c3d0fc8d3,583,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62,DVoAtKHiZ0w-5866eb91997806edf7010b94a42a5f62,False
656,455d7b35eed548fe9f3d71245d3e9b47,589,xQmDuA5e4zc-acc98b37097e45d63237db8fd09fda49,xQmDuA5e4zc-acc98b37097e45d63237db8fd09fda49,False
657,Sl1usCEouOU-57e9508d49658938a29e55cf9c4a72ba,379,Sl1usCEouOU-57e9508d49658938a29e55cf9c4a72ba,Sl1usCEouOU-57e9508d49658938a29e55cf9c4a72ba,True
659,75531809aa614a1e9ed11684da38eb5e,591,YtTp4U1aZ6A-b40bd46084d496f6441d71700b840854,YtTp4U1aZ6A-b40bd46084d496f6441d71700b840854,False
661,30133f439d5f4b118336c7d8503d4110,593,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa,G_Q9IKbtYOk-7bc3b115458d1ba1798cd7e512a8d6aa,False
667,96YibY7epJs-b6fe01be35f9bdd63a715a878f846284,599,96YibY7epJs-b6fe01be35f9bdd63a715a878f846284,96YibY7epJs-b6fe01be35f9bdd63a715a878f846284,True
671,1c93851c653947359769c989d6bd5354,602,vGOTCaaWKps-5cf842c2864e77e1fd64f768ec03ac0b,vGOTCaaWKps-5cf842c2864e77e1fd64f768ec03ac0b,False
672,6b722afe7da64554b8dac65f970053d9,603,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,GD_v8hV2G2s-f98560537442ee80869216d17b44600c,False
673,jr6oGoqDEfI-8842ae65a03a5bdb8c23e78509adb4b1,170,jr6oGoqDEfI-8842ae65a03a5bdb8c23e78509adb4b1,jr6oGoqDEfI-8842ae65a03a5bdb8c23e78509adb4b1,True
675,lXFGn6Oc9to-e53fe9a1ff84cfaf815931fb9695fd1c,105,lXFGn6Oc9to-e53fe9a1ff84cfaf815931fb9695fd1c,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
677,bBXrAl_Bebg-b30ab8cc7ccfc3fac664aea957cc14dd,606,bBXrAl_Bebg-b30ab8cc7ccfc3fac664aea957cc14dd,bBXrAl_Bebg-b30ab8cc7ccfc3fac664aea957cc14dd,True
680,7a417cda96d147c7aeec0d77e188e2a0,609,Fc-vxJ7RSmY-f0e695b872349f67aa6250b770696b92,Fc-vxJ7RSmY-f0e695b872349f67aa6250b770696b92,False
681,46617fbf9a014486b7e11ac1e8ff842f,610,N95pg7IBN_E-7ca94b2b81faf965a184cc31082f5480,N95pg7IBN_E-7ca94b2b81faf965a184cc31082f5480,False
684,c36a13d3c83d4c1fb6badd582bbaf93d,613,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,WBGumMrBQJM-107a34f006f5f5698e525a4f7a011dea,False
685,b82c09c5630e436881f9a9720c09f8ee,614,ekI-_gNJEHc-163e6ba7751b607ba2a6b407cec36552,ekI-_gNJEHc-163e6ba7751b607ba2a6b407cec36552,False
686,i0XffHb8kz8-a014ab8d9266fd831a77de905f6b9342,105,i0XffHb8kz8-a014ab8d9266fd831a77de905f6b9342,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,True
687,8213c29dd3aa4970a6134adc68b66e28,313,Xaqh1tm4FrY-76d4db7ceac7aa9acee2611a5e5ffa15,Xaqh1tm4FrY-76d4db7ceac7aa9acee2611a5e5ffa15,False
689,6a122fd40e5d478790f429247ae269f3,615,TNN-5IlSAK8-1cfa9bf3f11dfc015be95802f53293be,TNN-5IlSAK8-1cfa9bf3f11dfc015be95802f53293be,False
691,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,617,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,fOqdfZdmNEQ-4060ff05b68d5c33f74d426cb619c905,True
693,GKUa6sPvcgo-1603d3e1e6c866967ecb9f6a0ea75d5e,619,GKUa6sPvcgo-1603d3e1e6c866967ecb9f6a0ea75d5e,GKUa6sPvcgo-1603d3e1e6c866967ecb9f6a0ea75d5e,True
696,19a8331304ab4606ae651ae0bc8b15de,619,GKUa6sPvcgo-1603d3e1e6c866967ecb9f6a0ea75d5e,GKUa6sPvcgo-1603d3e1e6c866967ecb9f6a0ea75d5e,False
697,d6377fd7d9554e838547a34162f8d291,357,7w1dfvReCJs-8d6f44cdb5be3bc8f8e6f5f80d2cdc33,7w1dfvReCJs-8d6f44cdb5be3bc8f8e6f5f80d2cdc33,False
699,d55e83633d624ce198ca6e69d36c9413,623,AAdoQTAx_ag-c7a7afe1f082ff03c53e55675ba4bef2,AAdoQTAx_ag-c7a7afe1f082ff03c53e55675ba4bef2,False
700,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd,624,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd,gf6OrSCp7zs-ba669e5435157528940e9793937b46fd,True
701,9a6962ba52a344d9ae82c18128cc39e4,625,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd,False
704,896cfe64a2b84919805a87fd3f38ed6c,628,woykrJpu1sU-c9d6a55ae94ab003b20dfc71b5e1061c,woykrJpu1sU-c9d6a55ae94ab003b20dfc71b5e1061c,False
706,aea4e23ac0dc437ebcdb2986a9735403,591,YtTp4U1aZ6A-b40bd46084d496f6441d71700b840854,YtTp4U1aZ6A-b40bd46084d496f6441d71700b840854,False
707,9af3f7a2d7444f14a676895297d31f4d,630,9gTpxuL8LSE-fef2daee17d8e0b8d9c86d2863649574,9gTpxuL8LSE-fef2daee17d8e0b8d9c86d2863649574,False
708,72265c0f7aaa4b178520677ced1d2428,631,qXPDuNNAdlk-0ac7016edec3a32c8151eda28872d318,qXPDuNNAdlk-0ac7016edec3a32c8151eda28872d318,False
710,96530c1a141c4d4f89068713ecf95730,633,00emEaHcZUc-2035f2f4f51b5f08263ce9a0e3ba88cc,00emEaHcZUc-2035f2f4f51b5f08263ce9a0e3ba88cc,False
713,40bacf63fdde44699476d315819ccf76,636,pbVxpV-6iXY-37d425cc2cc57414eab5c062a665fc16,pbVxpV-6iXY-37d425cc2cc57414eab5c062a665fc16,False
715,9_2XFkMYLXY-4ffb85a368877ab5db739826d2bc6f98,637,9_2XFkMYLXY-4ffb85a368877ab5db739826d2bc6f98,9_2XFkMYLXY-4ffb85a368877ab5db739826d2bc6f98,True
717,d7b39f12c47c4fd1874f8cfec6183cf2,638,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507,GFr9jdSA9v4-cb430ee52fe6d44d43e4fe9686b99507,False
719,Bc0YmTj5OQ8-512e1ec815e0a0cd4d072c611beb85cd,640,Bc0YmTj5OQ8-512e1ec815e0a0cd4d072c611beb85cd,Bc0YmTj5OQ8-512e1ec815e0a0cd4d072c611beb85cd,True
723,BAy4ztYUaX8-c4192cba58779ef2291b623e2c866a5d,130,BAy4ztYUaX8-c4192cba58779ef2291b623e2c866a5d,5mcskKQTJCA-9ed2cf43f511e21d81fa4205c9a7fa42,True
728,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd,625,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd,dJcwxCZSSJk-ddb227986062a76d94f04a1ff45f39bd,True
729,9064a874f2104b87a0e36ecd5e3f049b,648,wul4c1lmgJg-49d3f5290bba4d90ea34dee22ab7b9f3,wul4c1lmgJg-49d3f5290bba4d90ea34dee22ab7b9f3,False
730,a2162ff0e2ab4bca9b358e9a31bb6154,649,Kj2ifW8UjqQ-b93d0775c112a09d7b7678bc89c7a350,Kj2ifW8UjqQ-b93d0775c112a09d7b7678bc89c7a350,False
733,58WkuhEVoo8-f586202d6e7a99c7aabad9ce5792f7bc,275,58WkuhEVoo8-f586202d6e7a99c7aabad9ce5792f7bc,58WkuhEVoo8-f586202d6e7a99c7aabad9ce5792f7bc,True
734,b34049635c1a4d48b82ce207ee91f278,652,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,RC-75r1V3l8-b42f998425e0bcca0a6b197073b259ef,False
736,8e44ab4a5be449cea6fcb08937b68863,654,nomlAjT7JXg-64b616daa1751efd9b70f859ac4bc4e8,nomlAjT7JXg-64b616daa1751efd9b70f859ac4bc4e8,False
740,1Wei5ftE9iI-96f3b6c067327b9f0d6c03aed6b67c81,658,1Wei5ftE9iI-96f3b6c067327b9f0d6c03aed6b67c81,1Wei5ftE9iI-96f3b6c067327b9f0d6c03aed6b67c81,True
742,8426932dc0e5463e83e520c3cc84c314,660,WPlemPk0ftQ-7fd469b3130c7cd1a622b7dbad4284bc,WPlemPk0ftQ-7fd469b3130c7cd1a622b7dbad4284bc,False
744,2d3f9386b5c74be489f6fb882a61430c,662,zrlAGAb3OMY-bdcf43eb8ccddc3a67d2fb9c68d017ef,zrlAGAb3OMY-bdcf43eb8ccddc3a67d2fb9c68d017ef,False
745,gZMrEN8qmcM-ee9c854c2fd03a536b2030c7bc1f7251,663,gZMrEN8qmcM-ee9c854c2fd03a536b2030c7bc1f7251,gZMrEN8qmcM-ee9c854c2fd03a536b2030c7bc1f7251,True
746,3f7b56b7fbf948618bf1ed6a98200351,664,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,xAIq2HtX_lk-7ddb270bece191e9e4dcab56fa46391e,False
747,1d4f35ccbd7f42ee8788de9646ab08cd,665,7VLNL2dpc8Y-b6505348715554f6cc04725da3f0d756,7VLNL2dpc8Y-b6505348715554f6cc04725da3f0d756,False
750,UuyHhXrA7Eg-0d5190cbd22447d25250c77c6964d6eb,668,UuyHhXrA7Eg-0d5190cbd22447d25250c77c6964d6eb,UuyHhXrA7Eg-0d5190cbd22447d25250c77c6964d6eb,True
751,xAxnFeHpaXg-70fa2c2e464509fcbfb6b7437fc8873f,669,xAxnFeHpaXg-70fa2c2e464509fcbfb6b7437fc8873f,xAxnFeHpaXg-70fa2c2e464509fcbfb6b7437fc8873f,True
754,zeAC16eCPjo-0754c5df7cba68a73d1a95e94cc81dc6,672,zeAC16eCPjo-0754c5df7cba68a73d1a95e94cc81dc6,zeAC16eCPjo-0754c5df7cba68a73d1a95e94cc81dc6,True
756,ca5734c3486f461c825730363a54c180,673,6omIWrDq5dk-ce223270fa80bd30716227aa98e1ce26,6omIWrDq5dk-ce223270fa80bd30716227aa98e1ce26,False
760,L5ffaXW6Y9g-a0386b63e6bb1b86282a699b11dd8072,677,L5ffaXW6Y9g-a0386b63e6bb1b86282a699b11dd8072,L5ffaXW6Y9g-a0386b63e6bb1b86282a699b11dd8072,True
761,JOKInr7_ubQ-3124573beb5680c66bfd0a4bb6f21aab,149,JOKInr7_ubQ-3124573beb5680c66bfd0a4bb6f21aab,JOKInr7_ubQ-3124573beb5680c66bfd0a4bb6f21aab,True
763,938e2f20fb2147ec8868cd49706f5595,679,XPlIsDR0Qhs-d46bc967a5f1888269d7a71606517b06,XPlIsDR0Qhs-d46bc967a5f1888269d7a71606517b06,False
765,31d10cf3422f415299d0061d19991454,681,NrwFznxqH_M-6aa02c3aaff875c79795958e8d622e2a,NrwFznxqH_M-6aa02c3aaff875c79795958e8d622e2a,False
766,3b9f7a3c37f849ee8a8273a37a1e070e,682,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72,gfU9SzCC5Bo-711bef0c53c21b4cdc137f226da2ca72,False
768,26cd26fb9bca453ca4310ce03f80a22b,684,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,hMZ2ypzIPUs-9acf918df62ff0f08efd5b18fe6ad39c,False
769,4bbba3d8a79842da9604b84007462d70,105,sIoPX779ETw-9d4897cee4ab2fa9f15bf4ef5fe30138,wTY5mlH8zjY-fcf2e2525bea2994e1020d15b9590793,False
